rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1575,1900,Finance & Investments,Peter Sondakh,73.0,Indonesia,Surabaya,Investments,Finance & Investments,Indonesia,,True,D,M,2/26/1950 0:00,Sondakh,Peter,,29/03/2023,,,1950.0,2.0,26.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1575,1900,Food & Beverage,Lucy Stitzer,63.0,United States,Greenwich,Cargill,Food & Beverage,United States,,False,D,F,1/1/1960 0:00,Stitzer,Lucy,,22/04/2023,Connecticut,Northeast,1960.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Diversified,Elizabeth Sy,70.0,Philippines,Manila,Diversified,Diversified,Philippines,,False,D,F,6/1/1952 0:00,Sy,Elizabeth,,05/03/2023,,,1953.0,6.0,1.0,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
1575,1900,Manufacturing,Hermanto Tanoko,60.0,Indonesia,Surabaya,Paints,Manufacturing,Indonesia,,False,Split Family Fortune,M,9/17/1962 0:00,Tanoko,Hermanto,,09/01/2023,,,1963.0,9.0,17.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1575,1900,Construction & Engineering,Mehmet Sinan Tara,64.0,Turkey,Istanbul,Construction,Construction & Engineering,Turkey,,False,U,M,5/24/1958 0:00,Tara,Mehmet Sinan,,23/02/2023,,,1959.0,5.0,24.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1575,1900,Fashion & Retail,Masateru Uno & family,76.0,Japan,Fukuoka,Drugstores,Fashion & Retail,Japan,,True,D,M,2/6/1947 0:00,Uno,Masateru,,01/06/2023,,,1947.0,2.0,6.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1575,1900,Energy,Vardis Vardinoyannis & family,90.0,Greece,Athens,Oil and gas,Energy,Greece,,True,U,M,1/1/1933 0:00,Vardinoyannis & family,Vardis,,09/03/2023,,,1933.0,1.0,1.0,101.87,0.2,"$209,852,761,469 ",136.6,99.6,81.3,26.2,51.9,10716322.0,39.074208,21.824312
1575,1900,Real Estate,Jitendra Virwani,57.0,India,Bangalore,Real estate,Real Estate,India,,False,D,M,2/18/1966 0:00,Virwani,Jitendra,,12/07/2023,,,1966.0,2.0,18.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1575,1900,Real Estate,Wang Chaobin,67.0,China,Zhengzhou,Real estate,Real Estate,China,,True,E,M,1/1/1956 0:00,Wang,Chaobin,,19/05/2023,,,1956.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Fashion & Retail,Wang Ren-sheng,91.0,China,Zhengzhou,Retail,Fashion & Retail,Taiwan,,True,D,M,12/1/1931 0:00,Wang,Ren-sheng,,12/04/2023,,,1932.0,12.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Food & Beverage,Charlotte Colket Weber,80.0,United States,Hobe Sound,Campbell Soup,Food & Beverage,United States,Campbell Soup,False,U,F,11/19/1942 0:00,Weber,Charlotte Colket,Director,21/05/2023,Florida,South,1943.0,11.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Healthcare,Xie Juhua & family,72.0,China,Nanjing,Pharmaceuticals,Healthcare,China,,False,D,F,1/1/1951 0:00,Xie,Juhua,,13/07/2023,,,1951.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Manufacturing,Chuanhua Xu & family,88.0,China ,Hangzhou,"Chemicals, logistics",Manufacturing,China,Transfar Group,True,D,M,1/1/1935 0:00,Xu,Chuanhua,Founder,11/03/2023,,,1935.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Finance & Investments,Gavril Yushvaev & family,65.0,Israel,,"Precious metals, real estate",Finance & Investments,Russia,,True,U,M,7/23/1957 0:00,Yushvaev,Gavril,,29/03/2023,,,1958.0,7.0,23.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1575,1900,Diversified,Zhang Hongwei,68.0,China,Beijing,"Oil, banking",Diversified,China,,True,D,M,12/26/1954 0:00,Zhang,Hongwei,,05/08/2023,,,1955.0,12.0,26.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Manufacturing,Anita Zucker,71.0,United States,Charleston,Chemicals,Manufacturing,United States,,False,U,F,1/19/1952 0:00,Zucker,Anita,,12/03/2023,South Carolina,South,1952.0,1.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Technology,Cameron Adams,43.0,Australia,Sydney,Software,Technology,Australia,,True,D,M,12/26/1979 0:00,Adams,Cameron,,29/04/2023,,,1980.0,12.0,26.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1647,1800,Fashion & Retail,Will Adderley,51.0,United Kingdom,,Home furnishings,Fashion & Retail,United Kingdom,,False,Split Family Fortune,M,3/4/1972 0:00,Adderley,Will,,03/02/2023,,,1972.0,3.0,4.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1647,1800,Diversified,Faisal Bin Qassim Al Thani,75.0,Qatar,Doha,"Hotels, diversified",Diversified,Qatar,,True,D,M,1/1/1948 0:00,Al Thani,Faisal Bin Qassim,,06/04/2023,,,1948.0,1.0,1.0,115.38,-0.7,"$183,466,208,791 ",17.9,103.8,80.1,14.7,11.3,2832067.0,25.354826,51.183884
1647,1800,Sports,Leslie Alexander,79.0,United States,Houston,Sports team,Sports,United States,,True,E,M,6/30/1943 0:00,Alexander,Leslie,,11/01/2023,Texas,South,1944.0,6.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Real Estate,Masaaki Arai,57.0,Japan,Tokyo,Home sales,Real Estate,Japan,,True,D,M,10/29/1965 0:00,Arai,Masaaki,,08/02/2023,,,1966.0,10.0,29.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1647,1800,Fashion & Retail,Sabrina Benetton,49.0,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,,False,U,F,10/4/1973 0:00,Benetton,Sabrina,,24/04/2023,,,1974.0,10.0,4.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1647,1800,Technology,Sanjeev Bikhchandani,59.0,India,Delhi,Internet,Technology,India,,True,D,M,6/29/1963 0:00,Bikhchandani,Sanjeev,,02/04/2023,,,1964.0,6.0,29.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,Finance & Investments,O. Francis Biondi,58.0,United States,New York,Hedge funds,Finance & Investments,United States,,True,E,M,7/4/1964 0:00,Biondi,O. Francis,,04/09/2023,New York,Northeast,1965.0,7.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Energy,Alejandro Bulgheroni,78.0,Uruguay,Manantiales,Oil & gas,Energy,Argentina,,False,D,M,11/1/1944 0:00,Bulgheroni,Alejandro,,10/06/2023,,,1945.0,11.0,1.0,202.92,7.9,"$56,045,912,952 ",63.1,108.5,77.8,20.1,41.8,3461734.0,-32.522779,-55.765835
1647,1800,Food & Beverage,R.G. Chandramogan,74.0,India,Chennai,Dairy,Food & Beverage,India,,True,D,M,3/1/1949 0:00,Chandramogan,R.G.,,19/02/2023,,,1949.0,3.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,Diversified,Binod Chaudhary,67.0,Nepal,Kathmandu,Diversified,Diversified,Nepal,,False,U,M,4/14/1955 0:00,Chaudhary,Binod,,25/04/2023,,,1956.0,4.0,14.0,188.73,5.6,"$30,641,380,604 ",12.4,142.1,70.5,20.7,41.8,28608710.0,28.394857,84.124008
1647,1800,Technology,Parker Conrad,42.0,United States,San Francisco,Software,Technology,United States,,True,N,M,4/13/1980 0:00,Conrad,Parker,,02/04/2023,California,West,1981.0,4.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Technology,Tim Cook,62.0,United States,Cupertino,Apple,Technology,United States,Apple,True,D,M,11/1/1960 0:00,Cook,Tim,CEO,11/03/2023,California,West,1961.0,11.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Finance & Investments,Mark Coombs,62.0,United Kingdom,London,Finance,Finance & Investments,United Kingdom,,True,E,M,1/1/1961 0:00,Coombs,Mark,,08/02/2023,,,1961.0,1.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1647,1800,Media & Entertainment,John de Mol,68.0,Netherlands,Blaricum,TV programs,Media & Entertainment,Netherlands,,True,E,M,3/24/1955 0:00,de Mol,John,,10/08/2023,,,1955.0,3.0,24.0,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1647,1800,Construction & Engineering,D. Leopoldo Del Pino,60.0,Spain,Madrid,Construction,Construction & Engineering,Spain,,False,D,M,7/30/1962 0:00,Del Pino,D. Leopoldo,,11/02/2023,,,1963.0,7.0,30.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
1647,1800,Technology,Diao Zhizhong,59.0,China,Beijing,Software,Technology,China,,True,U,M,11/6/1963 0:00,Diao,Zhizhong,,11/06/2023,,,1964.0,11.0,6.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,Healthcare,Robert Duggan,78.0,United States,Clearwater,Pharmaceuticals,Healthcare,United States,,True,D,M,4/28/1944 0:00,Duggan,Robert,,07/08/2023,Florida,South,1945.0,4.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Sports,James France,78.0,United States,Daytona Beach,"Nascar, racing",Sports,United States,,False,E,M,10/24/1944 0:00,France,James,,05/10/2023,Florida,South,1945.0,10.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Healthcare,Phillip Frost,86.0,United States,Miami Beach,Pharmaceuticals,Healthcare,United States,,True,D,M,11/11/1936 0:00,Frost,Phillip,,08/07/2023,Florida,South,1937.0,11.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Finance & Investments,Jayme Garfinkel & family,77.0,Brazil,Sao Paulo,Insurance,Finance & Investments,Brazil,,False,U,M,11/30/1945 0:00,Garfinkel,Jayme,,08/02/2023,,,1946.0,11.0,30.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1647,1800,Food & Beverage,Christopher Goldsbury,80.0,United States,San Antonio,Salsa,Food & Beverage,United States,Silver Ventures,False,E,M,1/1/1943 0:00,Goldsbury,Christopher,Chief Executive Officer,29/07/2023,Texas,South,1943.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Healthcare,Yusuf Hamied,86.0,India,Mumbai,Pharmaceuticals,Healthcare,India,,False,D,M,7/26/1936 0:00,Hamied,Yusuf,,12/02/2023,,,1937.0,7.0,26.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,Finance & Investments,Brian Higgins,58.0,United States,New York,Hedge funds,Finance & Investments,United States,King Street Capital Management,True,E,M,2/8/1965 0:00,Higgins,Brian,Investor,20/04/2023,New York,Northeast,1965.0,2.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Real Estate,Wei Huang,63.0,China,Hangzhou,Real estate,Real Estate,China,,True,U,M,9/30/1959 0:00,Huang,Wei,,04/06/2023,,,1960.0,9.0,30.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,Automotive,Yintai Jiang & family,72.0,China,Shanghai,Auto parts,Automotive,China,,True,U,M,7/30/1950 0:00,Jiang,Yintai,,14/03/2023,,,1951.0,7.0,30.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,Healthcare,Lei Jin,57.0,China,Changchun,Pharmaceuticals,Healthcare,China,,True,U,M,8/1/1965 0:00,Jin,Lei,,05/01/2023,,,1966.0,8.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,Healthcare,Jin Lei & family,68.0,China,Beijing,Medical equipment,Healthcare,China,,True,U,M,9/23/1954 0:00,Jin,Lei,,16/06/2023,,,1955.0,9.0,23.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,Technology,Valentin Kipyatkov,46.0,Cyprus,Peyia,Software,Technology,Cyprus,,True,D,M,6/5/1976 0:00,Kipyatkov,Valentin,,30/01/2023,,,1977.0,6.0,5.0,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859
1647,1800,Diversified,Koo Kwang-mo,45.0,South Korea,Seoul,LG,Diversified,South Korea,,False,U,M,1/23/1978 0:00,Koo,Kwang-mo,,16/05/2023,,,1978.0,1.0,23.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
1647,1800,Technology,George Kurtz,52.0,United States,Paradise Valley,Security software,Technology,United States,,True,D,M,10/1/1970 0:00,Kurtz,George,,20/07/2023,Arizona,West,1971.0,10.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Sports,Joe Lacob,67.0,United States,Atherton,Golden State Warriors,Sports,United States,,True,U,M,1/10/1956 0:00,Lacob,Joe,,05/09/2023,California,West,1956.0,1.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Technology,Joe Lau,33.0,United States,Stanford,"Blockchain, technology",Technology,United States,,True,D,M,7/1/1989 0:00,Lau,Joe,,27/02/2023,California,West,1990.0,7.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Diversified,Louise Lindh,43.0,Sweden,Stockholm,Investments,Diversified,Sweden,,False,U,F,10/20/1979 0:00,Lindh,Louise,,01/04/2023,,,1980.0,10.0,20.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1647,1800,Metals & Mining,Luo Yangyong & family,47.0,China,Panzhihua,Mining,Metals & Mining,China,,True,D,M,6/2/1975 0:00,Luo,Yangyong,,16/01/2023,,,1976.0,6.0,2.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,Media & Entertainment,Joao Roberto Marinho,69.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,,False,D,M,9/16/1953 0:00,Marinho,Joao Roberto,,15/04/2023,,,1954.0,9.0,16.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1647,1800,Media & Entertainment,Jose Roberto Marinho,67.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,,False,D,M,12/26/1955 0:00,Marinho,Jose Roberto,,26/04/2023,,,1956.0,12.0,26.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1647,1800,Media & Entertainment,Roberto Irineu Marinho,75.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,,False,D,M,10/13/1947 0:00,Marinho,Roberto Irineu,,13/08/2023,,,1948.0,10.0,13.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1647,1800,Healthcare,Gary Michelson,74.0,United States,Los Angeles,Medical patents,Healthcare,United States,,True,E,M,1/14/1949 0:00,Michelson,Gary,,01/01/2023,California,West,1949.0,1.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Technology,Robert G. Miller,77.0,Canada,Montreal,Electronics components,Technology,Canada,Future Electronics,True,E,M,7/3/1945 0:00,Miller,Robert G.,Founder,01/07/2023,,,1946.0,7.0,3.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1647,1800,Real Estate,David Mindus,51.0,Sweden,Stockholm,Real estate,Real Estate,Sweden,,True,D,M,1/26/1972 0:00,Mindus,David,,23/08/2023,,,1972.0,1.0,26.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1647,1800,Technology,Adriaan Mol,39.0,Netherlands,Amsterdam,Fintech,Technology,Netherlands,,True,N,M,3/14/1984 0:00,Mol,Adriaan,,30/06/2023,,,1984.0,3.0,14.0,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1647,1800,Real Estate,Mofatraj Munot,78.0,India,Mumbai,Real estate,Real Estate,India,,True,U,M,10/4/1944 0:00,Munot,Mofatraj,,15/03/2023,,,1945.0,10.0,4.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,Finance & Investments,Ezra Nahmad,77.0,Monaco,Monte Carlo,Art,Finance & Investments,Monaco,,False,U,M,7/31/1945 0:00,Nahmad,Ezra,Investor,10/10/2023,,,1946.0,7.0,31.0,,,"$7,184,844,193 ",,,,,,38964.0,43.7384176,7.4246158
1647,1800,Manufacturing,Satyanarayan Nuwal,70.0,India,Nagpur,Industrial explosives,Manufacturing,India,,True,U,M,7/25/1952 0:00,Nuwal,Satyanarayan,,01/10/2023,,,1953.0,7.0,25.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,Food & Beverage,Maike Oberwelland-Height,,,,Candy,Food & Beverage,Germany,,False,Split Family Fortune,F,,Oberwelland-Height,Maike,,19/09/2023,,,,,,,,,,,,,,,,
1647,1800,Diversified,Nihat Ozdemir,72.0,Turkey,Ankara,Diversified,Diversified,Turkey,,True,D,M,4/5/1950 0:00,Ozdemir,Nihat,,16/09/2023,,,1951.0,4.0,5.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1647,1800,Technology,Benjamin Zhengmin Pan & family,53.0,China,Shenzhen,Electronics,Technology,China,,True,D,M,12/1/1969 0:00,Pan,Benjamin Zhengmin,,22/05/2023,,,1970.0,12.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,Media & Entertainment,Pierre Karl Péladeau,61.0,Canada,Montreal,Media,Media & Entertainment,Canada,,False,E,M,10/16/1961 0:00,Péladeau,Pierre Karl,,18/09/2023,,,1962.0,10.0,16.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1647,1800,Finance & Investments,Ronald Perelman,80.0,United States,New York,Leveraged buyouts,Finance & Investments,United States,,True,D,M,1/1/1943 0:00,Perelman,Ronald,,26/06/2023,New York,Northeast,1943.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Technology,Olivier Pomel,46.0,United States,New York,Cloud computing,Technology,France,Datadog,True,D,M,3/26/1977 0:00,Pomel,Olivier,Cofounder,24/04/2023,New York,Northeast,1977.0,3.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Media & Entertainment,Krit Ratanarak,76.0,Thailand,Bangkok,"Media, real estate",Media & Entertainment,Thailand,,False,E,M,4/19/1946 0:00,Ratanarak,Krit,,19/07/2023,,,1947.0,4.0,19.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1647,1800,Manufacturing,Vinod Saraf,70.0,India,Mumbai,Chemicals,Manufacturing,India,,True,D,M,6/16/1952 0:00,Saraf,Vinod,,02/04/2023,,,1953.0,6.0,16.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,Technology,Karin Schick,,Germany,Gaildorf,Information technology,Technology,Germany,,False,D,F,,Schick,Karin,,17/06/2023,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1647,1800,Metals & Mining,Anatoly Sedykh,58.0,Russia,Moscow,Steel pipes,Metals & Mining,Russia,,True,R,M,11/28/1964 0:00,Sedykh,Anatoly,,27/05/2023,,,1965.0,11.0,28.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1647,1800,Food & Beverage,Genhuo Shao,57.0,China,Beijing,Agribusiness,Food & Beverage,China,,True,D,M,7/29/1965 0:00,Shao,Genhuo,,29/07/2023,,,1966.0,7.0,29.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,Energy,Shen Xiqiang & family,75.0,China,Yixing,Chemical,Energy,China,,True,D,M,3/2/1948 0:00,Shen,Xiqiang,,24/01/2023,,,1948.0,3.0,2.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,Technology,S.D. Shibulal,68.0,India,Bangalore,Software services,Technology,India,,True,D,M,3/1/1955 0:00,Shibulal,S.D.,,20/09/2023,,,1955.0,3.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,Fashion & Retail,Suh Kyung-bae,60.0,South Korea,Seoul,Cosmetics,Fashion & Retail,South Korea,Amorepacific Corp. (New),False,D,M,1/14/1963 0:00,Suh,Kyung-bae,Chairman,19/02/2023,,,1963.0,1.0,14.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
1647,1800,Food & Beverage,Bambang Sutantio,64.0,Indonesia,,Dairy & consumer products,Food & Beverage,Indonesia,,True,U,M,12/26/1958 0:00,Sutantio,Bambang,,20/03/2023,,,1959.0,12.0,26.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1647,1800,Manufacturing,Sze Man Bok,73.0,China,Jinjiang,Hygiene products,Manufacturing,China,,True,D,M,1/1/1950 0:00,Sze,Man Bok,,22/04/2023,,,1950.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,Logistics,Jim Thompson,83.0,Hong Kong,Hong Kong,Logistics,Logistics,United States,,True,U,M,1/14/1940 0:00,Thompson,Jim,,14/02/2023,,,1940.0,1.0,14.0,,,,,,,,,,,
1647,1800,Manufacturing,Tran Dinh Long,62.0,Vietnam,Hanoi,Steel,Manufacturing,Vietnam,,True,D,M,1/1/1961 0:00,Tran Dinh,Long,,05/09/2023,,,1961.0,1.0,1.0,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199
1647,1800,Technology,Alan Trefler,67.0,United States,Brookline,Software,Technology,United States,,True,D,M,3/10/1956 0:00,Trefler,Alan,,02/02/2023,Massachusetts,Northeast,1956.0,3.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Finance & Investments,Riaz Valani,46.0,United States,Malibu,E-cigarettes,Finance & Investments,United States,,True,D,M,9/1/1976 0:00,Valani,Riaz,,08/03/2023,California,West,1977.0,9.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Technology,Pieter van der Does,53.0,Netherlands,Amsterdam,Payments software,Technology,Netherlands,,True,D,M,5/1/1969 0:00,van der Does,Pieter,,31/08/2023,,,1970.0,5.0,1.0,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1647,1800,Manufacturing,Martin Viessmann,69.0,Germany,Allendorf,Heating and cooling equipment,Manufacturing,Germany,,False,D,M,10/10/1953 0:00,Viessmann,Martin,,19/07/2023,,,1954.0,10.0,10.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1647,1800,Technology,Nikil Viswanathan,35.0,United States,San Francisco,Blockchain technology,Technology,United States,,True,D,M,10/16/1987 0:00,Viswanathan,Nikil,,24/08/2023,California,West,1988.0,10.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Media & Entertainment,Todd Wagner,62.0,United States,Dallas,Online media,Media & Entertainment,United States,,True,D,M,8/2/1960 0:00,Wagner,Todd,,09/09/2023,Texas,South,1961.0,8.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
